name,sku,category,price,compareAtPrice,stock,description,shortDescription,image_1,weight,status,featured
Stainless Steel Pooja Thali Premium Extra Large Inch,RAM-PTA-014,Pooja Thali & Accessories,1439,1629,98,Heavy-duty mirror-polished stainless steel pooja thali with laser-etched Om motif. Rust-proof and easy maintenance.,Mirror-finish stainless steel thali,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,746,ACTIVE,false
Brass Aarti Diya Deluxe Wick,RAM-PTA-015,Pooja Thali & Accessories,1199,1349,117,Hand-carved brass aarti diya lamp with Traditional cotton wick holders. Produces bright stable flames for evening aarti.,Traditional multi-wick brass aarti lamp,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,697,ACTIVE,false
Pooja Thali Katori Set Temple Grade Piece,RAM-PTA-016,Pooja Thali & Accessories,669,799,116,"Set of miniature brass katoris for holding kumkum, chandan, akshat, sindoor, and haldi during pooja rituals.",Small brass bowls for offerings,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,349,ACTIVE,false
Brass Agarbatti Stand Sacred,RAM-PTA-017,Pooja Thali & Accessories,459,599,172,Decorative brass incense stick holder with ash collection tray and intricate temple motifs. Holds multiple agarbattis.,Ornate incense stick holder,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,230,ACTIVE,false
Silver Plated Achmani Spoon Classic,RAM-PTA-018,Pooja Thali & Accessories,309,399,127,Elegant silver-plated brass achmani spoon for offering sacred water during abhishekam and other puja rituals.,Ritual spoon for holy water,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,52,ACTIVE,false
Brass Camphor Burner (Kapoor Dani) Artisan,RAM-PTA-019,Pooja Thali & Accessories,589,719,94,Ornate brass kapoor dani with heat-resistant wooden handle. Features lotus design and controlled air flow for even burning.,Decorative camphor burner with handle,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,115,ACTIVE,false
Panch Patra Set Brass Handcrafted,RAM-PTA-020,Pooja Thali & Accessories,769,1019,31,"Traditional brass panch patra set with achmani spoon for offering water, milk, curd, honey and ghee during puja.",Five-vessel ritual water set,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,273,ACTIVE,false
Heavy Brass Pooja Thali Set Small Inch,RAM-PTA-021,Pooja Thali & Accessories,2979,3879,20,"Premium heavy-gauge handcrafted brass thali set with matching diya holder, agarbatti stand, kumkum container and bell. Perfect for daily aarti.",Handcrafted solid brass pooja thali,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,1200,ACTIVE,false
German Silver Pooja Thali Compact Inch,RAM-PTA-022,Pooja Thali & Accessories,2109,2429,87,Lustrous German silver plated pooja thali with intricate peacock and floral motifs. Includes matching accessories.,Elegant German silver aarti plate,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,618,ACTIVE,false
Pure Copper Pooja Thali Set Large Inch,RAM-PTA-023,Pooja Thali & Accessories,2299,2689,25,"Seamless pure copper pooja thali set with antimicrobial properties. Includes copper diya, kalash, and spoon.",Ayurvedic-grade copper ritual plate,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,717,ACTIVE,false
Stainless Steel Pooja Thali Premium Jumbo Inch,RAM-PTA-024,Pooja Thali & Accessories,1199,1579,53,Heavy-duty mirror-polished stainless steel pooja thali with laser-etched Om motif. Rust-proof and easy maintenance.,Mirror-finish stainless steel thali,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,567,ACTIVE,false
Brass Aarti Diya Royal Wick,RAM-PTA-025,Pooja Thali & Accessories,1019,1149,111,Hand-carved brass aarti diya lamp with Handcrafted cotton wick holders. Produces bright stable flames for evening aarti.,Traditional multi-wick brass aarti lamp,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,392,ACTIVE,false
Pooja Thali Katori Set Handcrafted Piece,RAM-PTA-026,Pooja Thali & Accessories,419,529,50,"Set of miniature brass katoris for holding kumkum, chandan, akshat, sindoor, and haldi during pooja rituals.",Small brass bowls for offerings,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,261,ACTIVE,false
Brass Agarbatti Stand Heritage,RAM-PTA-027,Pooja Thali & Accessories,479,589,45,Decorative brass incense stick holder with ash collection tray and intricate temple motifs. Holds multiple agarbattis.,Ornate incense stick holder,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,101,ACTIVE,false
Silver Plated Achmani Spoon Premium,RAM-PTA-028,Pooja Thali & Accessories,299,409,163,Elegant silver-plated brass achmani spoon for offering sacred water during abhishekam and other puja rituals.,Ritual spoon for holy water,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,41,ACTIVE,false
Brass Camphor Burner (Kapoor Dani) Sacred,RAM-PTA-029,Pooja Thali & Accessories,329,439,84,Ornate brass kapoor dani with heat-resistant wooden handle. Features lotus design and controlled air flow for even burning.,Decorative camphor burner with handle,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,175,ACTIVE,false
Panch Patra Set Brass Sacred,RAM-PTA-030,Pooja Thali & Accessories,1169,1479,47,"Traditional brass panch patra set with achmani spoon for offering water, milk, curd, honey and ghee during puja.",Five-vessel ritual water set,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,183,ACTIVE,false
Heavy Brass Pooja Thali Set Premium Inch,RAM-PTA-031,Pooja Thali & Accessories,3709,4199,44,"Premium heavy-gauge handcrafted brass thali set with matching diya holder, agarbatti stand, kumkum container and bell. Perfect for daily aarti.",Handcrafted solid brass pooja thali,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,792,ACTIVE,false
German Silver Pooja Thali Large Inch,RAM-PTA-032,Pooja Thali & Accessories,2059,2579,91,Lustrous German silver plated pooja thali with intricate peacock and floral motifs. Includes matching accessories.,Elegant German silver aarti plate,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,759,ACTIVE,false
Pure Copper Pooja Thali Set Jumbo Inch,RAM-PTA-033,Pooja Thali & Accessories,949,1209,60,"Seamless pure copper pooja thali set with antimicrobial properties. Includes copper diya, kalash, and spoon.",Ayurvedic-grade copper ritual plate,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,580,ACTIVE,false
Stainless Steel Pooja Thali Premium Large Inch,RAM-PTA-034,Pooja Thali & Accessories,599,699,62,Heavy-duty mirror-polished stainless steel pooja thali with laser-etched Om motif. Rust-proof and easy maintenance.,Mirror-finish stainless steel thali,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,828,ACTIVE,false
Brass Aarti Diya Premium Wick,RAM-PTA-035,Pooja Thali & Accessories,759,959,62,Hand-carved brass aarti diya lamp with Sacred cotton wick holders. Produces bright stable flames for evening aarti.,Traditional multi-wick brass aarti lamp,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,549,ACTIVE,false
Pooja Thali Katori Set Traditional Piece,RAM-PTA-036,Pooja Thali & Accessories,519,669,81,"Set of miniature brass katoris for holding kumkum, chandan, akshat, sindoor, and haldi during pooja rituals.",Small brass bowls for offerings,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,324,ACTIVE,false
Brass Agarbatti Stand Temple Grade,RAM-PTA-037,Pooja Thali & Accessories,639,849,45,Decorative brass incense stick holder with ash collection tray and intricate temple motifs. Holds multiple agarbattis.,Ornate incense stick holder,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,139,ACTIVE,false
Silver Plated Achmani Spoon Royal,RAM-PTA-038,Pooja Thali & Accessories,279,349,101,Elegant silver-plated brass achmani spoon for offering sacred water during abhishekam and other puja rituals.,Ritual spoon for holy water,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,95,ACTIVE,false
Brass Camphor Burner (Kapoor Dani) Deluxe,RAM-PTA-039,Pooja Thali & Accessories,289,369,25,Ornate brass kapoor dani with heat-resistant wooden handle. Features lotus design and controlled air flow for even burning.,Decorative camphor burner with handle,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,174,ACTIVE,false
Panch Patra Set Brass Royal,RAM-PTA-040,Pooja Thali & Accessories,1289,1459,31,"Traditional brass panch patra set with achmani spoon for offering water, milk, curd, honey and ghee during puja.",Five-vessel ritual water set,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,485,ACTIVE,false
Heavy Brass Pooja Thali Set Standard Inch,RAM-PTA-041,Pooja Thali & Accessories,2969,3839,74,"Premium heavy-gauge handcrafted brass thali set with matching diya holder, agarbatti stand, kumkum container and bell. Perfect for daily aarti.",Handcrafted solid brass pooja thali,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,806,ACTIVE,false
German Silver Pooja Thali Medium Inch,RAM-PTA-042,Pooja Thali & Accessories,2499,2849,50,Lustrous German silver plated pooja thali with intricate peacock and floral motifs. Includes matching accessories.,Elegant German silver aarti plate,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,1173,ACTIVE,false
Pure Copper Pooja Thali Set Extra Large Inch,RAM-PTA-043,Pooja Thali & Accessories,1889,2389,66,"Seamless pure copper pooja thali set with antimicrobial properties. Includes copper diya, kalash, and spoon.",Ayurvedic-grade copper ritual plate,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,672,ACTIVE,false
Stainless Steel Pooja Thali Premium Standard Inch,RAM-PTA-044,Pooja Thali & Accessories,1299,1559,56,Heavy-duty mirror-polished stainless steel pooja thali with laser-etched Om motif. Rust-proof and easy maintenance.,Mirror-finish stainless steel thali,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,291,ACTIVE,false
Brass Aarti Diya Artisan Wick,RAM-PTA-045,Pooja Thali & Accessories,279,329,49,Hand-carved brass aarti diya lamp with Classic cotton wick holders. Produces bright stable flames for evening aarti.,Traditional multi-wick brass aarti lamp,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,438,ACTIVE,false
Pooja Thali Katori Set Premium Piece,RAM-PTA-046,Pooja Thali & Accessories,649,779,98,"Set of miniature brass katoris for holding kumkum, chandan, akshat, sindoor, and haldi during pooja rituals.",Small brass bowls for offerings,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,339,ACTIVE,false
Brass Agarbatti Stand Artisan,RAM-PTA-047,Pooja Thali & Accessories,399,529,144,Decorative brass incense stick holder with ash collection tray and intricate temple motifs. Holds multiple agarbattis.,Ornate incense stick holder,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,318,ACTIVE,false
Silver Plated Achmani Spoon Sacred,RAM-PTA-048,Pooja Thali & Accessories,259,329,105,Elegant silver-plated brass achmani spoon for offering sacred water during abhishekam and other puja rituals.,Ritual spoon for holy water,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,66,ACTIVE,false
Brass Camphor Burner (Kapoor Dani) Classic,RAM-PTA-049,Pooja Thali & Accessories,269,329,97,Ornate brass kapoor dani with heat-resistant wooden handle. Features lotus design and controlled air flow for even burning.,Decorative camphor burner with handle,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,238,ACTIVE,false
Panch Patra Set Brass Heritage,RAM-PTA-050,Pooja Thali & Accessories,409,549,26,"Traditional brass panch patra set with achmani spoon for offering water, milk, curd, honey and ghee during puja.",Five-vessel ritual water set,https://images.unsplash.com/photo-1571406252241-db0280bd36cd?w=800&auto=format&fit=crop&q=80,433,ACTIVE,false
Handmade Toran Door Hanging Handcrafted,RAM-TD-001,Temple Decoration,1399,1889,35,"Beautifully handcrafted toran with mango leaves, marigold motifs and mirror work. Brings auspiciousness to entrance doorways.",Auspicious door decoration toran,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,232,ACTIVE,true
LED Temple Light String Medium Meter,RAM-TD-002,Temple Decoration,219,269,165,Dimmable warm golden LED fairy lights specially designed for home temple illumination. Low power consumption with long life.,Warm golden LED lights for mandir,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,67,ACTIVE,true
Artificial Marigold Garland Traditional Feet,RAM-TD-003,Temple Decoration,159,179,80,Premium artificial marigold garland with realistic texture and vibrant color. Reusable for years of festival celebrations.,Silk flower garland for decoration,https://images.unsplash.com/photo-1605649461121-e82138c51b7e?w=800&auto=format&fit=crop&q=80,107,ACTIVE,true
Brass Temple Hanging Diya Artisan,RAM-TD-004,Temple Decoration,359,449,42,Decorative brass hanging diya with peacock chain design. Creates beautiful ambiance when lit during evening aarti.,Ornamental hanging oil lamp,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,262,ACTIVE,false
Velvet Singhasan Throne Jumbo Inch,RAM-TD-005,Temple Decoration,569,759,48,Rich velvet-covered singhasan with golden zardozi embroidery and cushion for deity seating. Perfect for home mandir.,Deity throne with zardozi work,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,784,ACTIVE,false
Temple Pillar Decoration Set Premium,RAM-TD-006,Temple Decoration,1629,1849,24,Ornate miniature temple pillar set with carved floral patterns for enhancing home mandir aesthetics.,Miniature pillar mandir accessories,https://images.unsplash.com/photo-1605649461121-e82138c51b7e?w=800&auto=format&fit=crop&q=80,1294,ACTIVE,false
Brass Akhand Jyoti Stand Premium,RAM-TD-007,Temple Decoration,2749,3549,60,Heavy brass akhand jyoti lamp with large oil reservoir for continuous burning. Designed for temple sanctum use.,Eternal flame oil lamp stand,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,840,ACTIVE,false
Stone Carved Deity Backdrop Deluxe,RAM-TD-008,Temple Decoration,6389,7289,21,Intricately hand-carved soapstone deity backdrop with traditional South Indian temple architecture motifs.,Carved stone temple backdrop panel,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,4672,ACTIVE,false
Brass Temple Bell Wall Mount Temple Grade,RAM-TD-009,Temple Decoration,1289,1629,33,Ornamental brass wall-mounted temple bell with deity motif bracket. Produces resonant tone during pooja.,Wall-mounted decorative temple bell,https://images.unsplash.com/photo-1605649461121-e82138c51b7e?w=800&auto=format&fit=crop&q=80,626,ACTIVE,false
Handpainted Pichwai Art Print Temple Grade,RAM-TD-010,Temple Decoration,2099,2359,29,Museum-quality Pichwai style painting on archival canvas depicting Shrinathji and divine leela scenes.,Traditional Pichwai temple art on canvas,https://images.unsplash.com/photo-1545232979-fbf5d96b1b44?w=800&auto=format&fit=crop&q=80,298,ACTIVE,false
Handmade Toran Door Hanging Artisan,RAM-TD-011,Temple Decoration,1489,1809,92,"Beautifully handcrafted toran with mango leaves, marigold motifs and mirror work. Brings auspiciousness to entrance doorways.",Auspicious door decoration toran,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,398,ACTIVE,false
